drugname,pt,count_a,prr,chi2
ALBUMIN HUMAN,RESPIRATORY FAILURE,13,508.17430531067873,5903.84771152215
SEROWURL,BLOOD TEST ABNORMAL,3,3773.4886366311207,5892.598800691784
PADCEV,MYOCLONIC EPILEPSY,5,2263.737642602397,5888.235019570557
DIPHENHYDRAMINE 25MG PO,ORAL MUCOSAL BLISTERING,6,1531.9309405215747,5862.05392770801
CLOPIDOGREL,PANCREATITIS ACUTE,28,241.79670696072532,5777.437230684809
NASACORT,METABOLIC SURGERY,4,2058.394506908307,5773.412591149849
CLOPIDOGREL BISULFATE,DUODENITIS,4,3395.5783015339616,5773.412591149849
HEMLIBRA,BLOOD URINE PRESENT,5,1567.5166882941915,5764.630070120534
HEPARIN L/L FLUSH SYR (5ML),SHOCK HAEMORRHAGIC,4,2173.592949478695,5733.181865326085
ALBUTEROL CETERIZINE,LIMB INJURY,4,2264.0965911520007,5667.896920272539
CYMBALTA,PRODUCT QUALITY ISSUE,5,3143.5127482218923,5654.36171873331
NOREPINEPHRINE,INTESTINAL PERFORATION,17,373.7099621671032,5640.401274743679
MEKTOVI,LARGE INTESTINE PERFORATION,3,5361.556908055607,5582.582505922974
MYCOPHENOLIC,ROTATOR CUFF REPAIR,4,1959.444243958417,5567.1606459324685
MELATONIN 1 MG TABLETS,ROTATOR CUFF REPAIR,4,1959.444243958417,5567.1606459324685
CENTRUM SILVER TABLETS,ROTATOR CUFF REPAIR,4,1959.444243958417,5567.1606459324685
TRESIBA FLEXTOUCH PEN(U-200)INJ 3ML,ROTATOR CUFF REPAIR,4,1959.444243958417,5567.1606459324685
MAG-OX I DE 400MG TABLET,ROTATOR CUFF REPAIR,4,1959.444243958417,5567.1606459324685
NOVOLOG FLEXPEN INJ 3ML (ORANGE),PNEUMOCYSTIS JIROVECII PNEUMONIA,4,1959.444243958417,5567.1606459324685
HUMALOG 100 U/ML KWIK PEN INJ 3ML,ROTATOR CUFF REPAIR,4,1959.444243958417,5567.1606459324685
LATUDA 40MG DAILY,PALLOR,4,2425.7088107713435,5566.614168135409
ABILIFY 10 MG DAILY,PALLOR,4,2425.7088107713435,5566.614168135409
CEPODOXIME PRO,DISEASE PROGRESSION,4,1869.6020087015568,5519.267658631827
PADCEV,GLYCOSYLATED HAEMOGLOBIN INCREASED,5,2037.3684904099014,5495.113270587253
LOPERMIDE,CYSTITIS,9,754.6797728249869,5494.790087990848
DEXAMETHASONE,ELECTROLYTE IMBALANCE,24,417.99597290931865,5470.444656642426
LOSARTAN POTASSIUM - HCTZ 100-25MG,LYMPH NODE PAIN,3,2953.3361516973264,5439.070932310905
TYLENOL 8 HR ARTHRITIS PAIN,LYMPH NODE PAIN,3,2953.3361516973264,5439.070932310905
D3 1000M 8,LYMPH NODE PAIN,3,2953.3361516973264,5439.070932310905
VITAMIN K2 MK7,LYMPH NODE PAIN,3,2953.3361516973264,5439.070932310905
BLOOD PRESSURE MACHINE,LYMPH NODE PAIN,3,2953.3361516973264,5439.070932310905
SEMAGLUTIDE,EUGLYCAEMIC DIABETIC KETOACIDOSIS,38,181.96957061513464,5436.189959101394
NOREPINEPHRINE,CEREBRAL INFARCTION,7,1045.6843070574268,5435.222210170367
AZITHROMYCIN ANHYDROUS,PULSE ABNORMAL,12,737.8669271998986,5406.631897695614
CARISOPRODOL,KIDNEY INFECTION,8,808.6296445644975,5335.5997005526
LEVOTHYROXINE 0.1MG,KIDNEY INFECTION,8,808.6296445644975,5335.5997005526
BACTRIM 400-80MG,PULMONARY THROMBOSIS,4,1803.4215259751477,5330.440131612363
VORICONAZOLE 500MG,PULMONARY THROMBOSIS,4,1803.4215259751477,5330.440131612363
KISUNLA,APNOEA,3,37499999.99953125,5304.2187409398975
SODIUM CHLOR POSIFLUSH (5ML),HAEMORRHAGE,4,1852.565863015178,5283.806670598548
ABILIFY 10 MG DAILY,HAEMATOCRIT DECREASED,4,2239.1187499543603,5238.780397686459
LATUDA 40MG DAILY,HAEMATOCRIT DECREASED,4,2239.1187499543603,5238.780397686459
TEMOZOLOMIDE,MEDICAL DEVICE SITE REACTION,8,2237.347652419716,5238.735466122476
TRAMADOL ORAL LIQUUD,HYPERAESTHESIA TEETH,4,2546.822635228996,5195.244077171678
TRAMADOL SR 50MG,TEETH BRITTLE,4,2546.822635228996,5195.244077171678
TRAMADOL SR 50MG,HYPERAESTHESIA TEETH,4,2546.822635228996,5195.244077171678
TRAMADOL ORAL LIQUUD,TEETH BRITTLE,4,2546.822635228996,5195.244077171678
TRANEXAMIC ACID,BLOOD PRESSURE ABNORMAL,4,1959.3596433963435,5195.091084636389
SOTATERCEPT-CSRK,TELANGIECTASIA,12,628.6476777608349,5179.940553699527
SOTATERCEPT-CSRK,VENTILATION PERFUSION MISMATCH,12,628.6476777608349,5179.940553699527
SOTATERCEPT-CSRK,CONGENITAL CORONARY ARTERY MALFORMATION,12,628.6476777608349,5179.940553699527
AZATHIOPRINE,BLOOD ALKALINE PHOSPHATASE INCREASED,13,464.2988060992057,5149.572847262067
VYVGART,DIPLOPIA,32,219.52815310415826,5148.789224314974
DEXEDRINE,NICOTINE DEPENDENCE,10,754.4430254464783,5093.193367506178
DEXEDRINE,SUBSTANCE USE DISORDER,10,754.4430254464783,5093.193367506178
VAPOR INHALER,TACHYCARDIA,16,347.1463871337479,5059.1213868586565
ASPARLAS,HYPOVOLAEMIC SHOCK,3,35714285.71386054,5051.4980083951505
ASPARLAS,PANCREATIC PSEUDOCYST,3,35714285.71386054,5051.4980083951505
ANORO ELLIPTA,LUNG DISORDER,8,823.2494753897182,5041.800396864717
FERROUS GLUCONATE,RESPIRATORY DISTRESS,12,485.1590530302409,5041.549639819643
FLECAINIDE ACETATE,CARDIAC DISORDER,12,509.35646221125404,4994.220549387872
RANOLAZINE,ACQUIRED HAEMOPHILIA,4,2037.6340498847653,4986.983091442123
SOTATERCEPT-CSRK,ARTERIOVENOUS MALFORMATION,12,595.5611352251658,4971.873111228977
DEXEDRINE,PRODUCT PRESCRIBING ERROR,10,730.1063135744158,4968.530686981947
VALGANCICLOVIR HYDROCHLORIDE,GENERAL PHYSICAL CONDITION ABNORMAL,4,1886.7710172242873,4947.37261342454
GSK4524184 100 MG TABLET,LYMPHOPENIA,18,474.022175736901,4888.584773543474
RELEUKO,ACQUIRED DIAPHRAGMATIC EVENTRATION,4,3183.072255509928,4870.58213100672
RELEUKO,PULMONARY VALVE INCOMPETENCE,4,3183.072255509928,4870.58213100672
PLERIXAFOR,ACQUIRED DIAPHRAGMATIC EVENTRATION,4,3183.072255509928,4870.58213100672
PLERIXAFOR,PULMONARY VALVE INCOMPETENCE,4,3183.072255509928,4870.58213100672
FASENRA,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,4,1819.406401688456,4870.008398560929
ENTECAVIR,NONSPECIFIC REACTION,30,178.91181055463156,4846.1966736607155
FLUPHENAZINE HYDROCHLORIDE,DELIRIUM,5,1306.2512912719646,4819.335730068165
MINOCLYCIN,DELIRIUM,5,1306.2512912719646,4819.335730068165
VALGANCICLOVIR HYDROCHLORIDE,LUNG TRANSPLANT REJECTION,8,730.3679753505915,4813.151633145112
HALDOL,DRUG INEFFECTIVE,24,214.71755135843983,4796.016004898102
MISOPROSTOL,VAGINAL HAEMORRHAGE,4,1852.4464783223252,4794.9304833351125
PRALUENT,VITREOUS DETACHMENT,3,2924.9027546192833,4784.098334977808
BREYNA,LUNG DISORDER,8,779.912900187834,4775.700705391358
CAPECITABINE,FULL BLOOD COUNT DECREASED,9,26162790.697598364,4747.019039834431
KITABIS PAK,PNEUMONIA VIRAL,4,1698.149682010727,4722.405794143307
AMPICILLIN,BLOOD BILIRUBIN INCREASED,4,1886.7101231105626,4722.174013940892
XELJANZ,SPINAL OPERATION,3,2515.8081721987123,4713.287547283616
MIRCERA,RESPIRATORY RATE INCREASED,6,1490.5232952174204,4689.948924541495
SOTATERCEPT-CSRK,LUNG TRANSPLANT,12,551.9837076716458,4689.215573431514
IBANDRONATE SODIUM,CARDIAC VENTRICULAR THROMBOSIS,4,1694.610209400567,4677.993994032263
MAG-OXIDE 400MG,MELAENA,24,221.068754624438,4663.130111595313
CYANOCOBALAIMIN,KIDNEY INFECTION,4,1567.5898499586267,4653.690730557048
LOPERMIDE,HAEMATOLOGICAL INFECTION,9,628.9000479965617,4647.235839949837
NINTEDANIB,TELANGIECTASIA,12,561.0712059003076,4621.245796639731
NINTEDANIB,CONGENITAL CORONARY ARTERY MALFORMATION,12,561.0712059003076,4621.245796639731
NINTEDANIB,VENTILATION PERFUSION MISMATCH,12,561.0712059003076,4621.245796639731
THIAMINE,BLOOD ALKALINE PHOSPHATASE INCREASED,13,416.67023579262775,4618.942007321252
7-HYDROXYMITRAGYNINE,IMPAIRED QUALITY OF LIFE,86,77.0389902790321,4574.738959864737
YEZTUGO,INJECTION SITE NODULE,3,2778.6439810372003,4544.665814423927
DOCETAXEL,ANAPHYLACTIC REACTION,12,426.902689939534,4538.218783159682
7-HYDROXYMITRAGYNINE,HYPERSOMNIA,80,84.06012917059142,4531.444354153905
DIAZEPAM,CARDIAC FIBRILLATION,6,1057.555945928664,4523.5003725436245
DOXOPIN,PRODUCT DISPENSING ISSUE,4,1567.5566237826552,4517.245214857918
XANEX,PRODUCT DISPENSING ISSUE,4,1567.5566237826552,4517.245214857918
BEYFORTUS,INCREASED TENDENCY TO BRUISE,6,1232.2161649333996,4510.424150916434
BEYFORTUS,IMMUNE THROMBOCYTOPENIA,6,1232.2161649333996,4510.424150916434
MYFORTIC,MELAENA,24,212.67060669786946,4484.336135188811
HYMPAVZI PEN,PULMONARY OEDEMA,4,1498.431577854252,4454.078092397406
INDOMETHACIN,LEUKOCYTOSIS,5,1273.5293905118838,4453.729953084626
"VITAMIN D3 1,000 UNIT TABLETS",ROTATOR CUFF REPAIR,4,1567.5400107111197,4452.372763711575
KEYNOTE 522,THYROID DISORDER,4,1698.0772491276398,4451.979411750202
ELA-TEVATRIPTAN,LIP EXFOLIATION,4,1698.0772491276398,4451.979411750202
ELA-TEVATRIPTAN,LIP DRY,4,1698.0772491276398,4451.979411750202
HEME IRON,LIP EXFOLIATION,4,1698.0772491276398,4451.979411750202
ORALAIR,LIP EXFOLIATION,4,1698.0772491276398,4451.979411750202
TRODELVY,THYROID DISORDER,4,1698.0772491276398,4451.979411750202
HEME IRON,LIP DRY,4,1698.0772491276398,4451.979411750202
ORALAIR,LIP DRY,4,1698.0772491276398,4451.979411750202
CELLCEPT,VENTILATION PERFUSION MISMATCH,12,538.7932481440538,4437.060809369132
CELLCEPT,TELANGIECTASIA,12,538.7932481440538,4437.060809369132
CELLCEPT,CONGENITAL CORONARY ARTERY MALFORMATION,12,538.7932481440538,4437.060809369132
NINTEDANIB,ARTERIOVENOUS MALFORMATION,12,531.5413007043912,4435.521071098286
OCTAGAM IMMUNE GLOBULIN (HUMAN),SHOCK HAEMORRHAGIC,8,871.9102154652907,4428.973135178129
LINEZOLID,FAECES SOFT,6,1755.759364787343,4420.430939499591
FLAGYL,MAST CELL ACTIVATION SYNDROME,3,31249999.999674477,4419.696177852172
ACETAMINOPHEN 500 MG PO Q 6 HOURS PRN,LYMPHOPENIA,14,484.11682458947865,4366.071927290146
ASCORBIC ACID,CYSTITIS,9,599.2839373411659,4360.163502146426
PADCEV,BRAIN OEDEMA,5,1455.2716786489668,4336.438855974961
ESCITALOPRAM 15 MG PO DAILY,VITAL FUNCTIONS ABNORMAL,4,1886.5883368340924,4328.203953732912
POLYETHYLENE GLYCOL 3350 17 GRAMS Q24H PRN,VITAL FUNCTIONS ABNORMAL,4,1886.5883368340924,4328.203953732912
QUETIAPINE 50 MG PO QHS,VITAL FUNCTIONS ABNORMAL,4,1886.5883368340924,4328.203953732912
IMITREX,MYOCARDIAL INFARCTION,5,1095.622455304979,4316.378723868715
OCTAGAM IMMUNE GLOBULIN (HUMAN),BLOOD PRESSURE ABNORMAL,8,832.2782999032531,4280.8622762036175
SEMAGLUTIDE,BACTERAEMIA,24,244.40383321045994,4279.399686770462
ZYPREXA,INFREQUENT BOWEL MOVEMENTS,40,155.46278150795715,4277.865459848781
ZYPREXA,POOR PERSONAL HYGIENE,40,155.46278150795715,4277.865459848781
WARFARIN,ANTICOAGULATION DRUG LEVEL ABOVE THERAPEUTIC,6,1697.2007215578376,4272.800722019628
BIKTARVY,MUSCLE FATIGUE,6,1131.8260784223203,4271.793911121904
SILDENAFIL CITRATE,PULMONARY ARTERIAL HYPERTENSION,10,638.4939481448432,4271.355170320176
HYDROCHLOROTHIAZIDE\LISINOPRIL,INTERNAL HAEMORRHAGE,4,1529.2832058006613,4261.634070297668
CELLCEPT,ARTERIOVENOUS MALFORMATION,12,510.43586075245366,4258.701821321274
URSODIOL,NONSPECIFIC REACTION,31,152.55183859135465,4257.431848077857
TRIKAFTA,INFECTIVE PULMONARY EXACERBATION OF CYSTIC FIBROSIS,8,793.4192946864175,4255.147377373061
APIXABAN,CEREBRAL HAEMORRHAGE,13,495.16660409245117,4252.368987662526
PLAVIX,ACUTE MYOCARDIAL INFARCTION,26,185.03653427927887,4248.96122107716
CARBOPLATIN,THYROID DISORDER,4,1617.2084913712908,4239.668054638126
TYLENOL WITH CODEINE,BRONCHIAL SECRETION RETENTION,8,718.6455439050781,4232.818927770429
ZYPREXA,DECUBITUS ULCER,40,150.93474826407743,4186.534239920323
NINTEDANIB,LUNG TRANSPLANT,12,492.648228002902,4183.215921371492
DEPAKOTE,SPINAL FRACTURE,3,3994.6306720216294,4158.562489650131
FLUOXETINE HYDROCHLORIDE,FREQUENT BOWEL MOVEMENTS,6,1048.3848022284142,4144.750050089179
SPIRONOLACTONE 1/2 25MG 1X DAY,CORONARY ARTERY DISEASE,5,1132.0559848282894,4119.187454054547
CARVEDILOL 18.5MG 2X DAY,CARDIOMYOPATHY,5,1132.0559848282894,4119.187454054547
SPIRONOLACTONE 1/2 25MG 1X DAY,VITREOUS DEGENERATION,5,1132.0559848282894,4119.187454054547
CARVEDILOL 18.5MG 2X DAY,CORONARY ARTERY DISEASE,5,1132.0559848282894,4119.187454054547
CARVEDILOL 18.5MG 2X DAY,VITREOUS DEGENERATION,5,1132.0559848282894,4119.187454054547
PRALUENT 75MG INJECTION CHOLESTEROL,CORONARY ARTERY DISEASE,5,1132.0559848282894,4119.187454054547
PRALUENT 75MG INJECTION CHOLESTEROL,CARDIOMYOPATHY,5,1132.0559848282894,4119.187454054547
CALCIUM 600MG + D3 800IU 2X DAY,CARDIOMYOPATHY,5,1132.0559848282894,4119.187454054547
JARDIANCE 40MG 1X DAY,CARDIOMYOPATHY,5,1132.0559848282894,4119.187454054547
D3 5000IU,VITREOUS DEGENERATION,5,1132.0559848282894,4119.187454054547
SPIRONOLACTONE 1/2 25MG 1X DAY,CARDIOMYOPATHY,5,1132.0559848282894,4119.187454054547
D3 5000IU,CARDIOMYOPATHY,5,1132.0559848282894,4119.187454054547
IMBRUVICA,CARDIOMYOPATHY,5,1132.0559848282894,4119.187454054547
IMBRUVICA,VITREOUS DEGENERATION,5,1132.0559848282894,4119.187454054547
IMBRUVICA,CORONARY ARTERY DISEASE,5,1132.0559848282894,4119.187454054547
D3 5000IU,CORONARY ARTERY DISEASE,5,1132.0559848282894,4119.187454054547
PRALUENT 75MG INJECTION CHOLESTEROL,VITREOUS DEGENERATION,5,1132.0559848282894,4119.187454054547
JARDIANCE 40MG 1X DAY,CORONARY ARTERY DISEASE,5,1132.0559848282894,4119.187454054547
CALCIUM 600MG + D3 800IU 2X DAY,VITREOUS DEGENERATION,5,1132.0559848282894,4119.187454054547
CALCIUM 600MG + D3 800IU 2X DAY,CORONARY ARTERY DISEASE,5,1132.0559848282894,4119.187454054547
JARDIANCE 40MG 1X DAY,VITREOUS DEGENERATION,5,1132.0559848282894,4119.187454054547
RISEDRONATE 150MG TABLET ONCE A MONTH,CARDIOMYOPATHY,5,1132.0559848282894,4119.187454054547
RISEDRONATE 150MG TABLET ONCE A MONTH,VITREOUS DEGENERATION,5,1132.0559848282894,4119.187454054547
RISEDRONATE 150MG TABLET ONCE A MONTH,CORONARY ARTERY DISEASE,5,1132.0559848282894,4119.187454054547
VEVYE CYCLOSPORIE OPHTHALMIC SOLUTION 0.1% 2X DAY,CARDIOMYOPATHY,5,1132.0559848282894,4119.187454054547
VEVYE CYCLOSPORIE OPHTHALMIC SOLUTION 0.1% 2X DAY,VITREOUS DEGENERATION,5,1132.0559848282894,4119.187454054547
VEVYE CYCLOSPORIE OPHTHALMIC SOLUTION 0.1% 2X DAY,CORONARY ARTERY DISEASE,5,1132.0559848282894,4119.187454054547
RILZABRUTINIB,NEUTROPHIL COUNT DECREASED,4,1415.1557167025921,4100.6796011411725
RIFABUTIN,LYMPHOPENIA,14,454.45023362908006,4097.353215882017
VIVITROL,BLOOD ALKALINE PHOSPHATASE INCREASED,13,369.3122823625144,4091.3268786858703
CYCLOBENZAPRINE HYDROCHLORIDE,PNEUMOCYSTIS JIROVECII PNEUMONIA,4,1425.0293804345165,4046.9954178903185
CULTURELLE,PNEUMONIA VIRAL,4,1455.542584743507,4046.816639988748
SODIUM CHLORIDE 0.9% FLUSH 3 ML,HYPOTHYROIDISM,3,2264.152145411978,4039.1872660573345
SODIUM CHLORIDE 0.9% FLUSH 3 ML,OROCUTANEOUS FISTULA,3,2264.152145411978,4039.1872660573345
HYDROMORPHONE,RESPIRATORY DISTRESS,12,388.11581387817733,4028.7645607683594
TRODELVY,FUNGAL INFECTION,4,1509.4034231599094,4020.524870158284
KEYNOTE 522,FUNGAL INFECTION,4,1509.4034231599094,4020.524870158284
CELLCEPT,LUNG TRANSPLANT,12,473.08708085932915,4016.4029633877967
GLASSIA,ILLNESS,8,638.4752003746737,4010.8599462820016
SEMAGLUTIDE,BLOOD CREATININE INCREASED,24,224.51054503100494,4004.232578596155
KISQALI,PNEUMONIA FUNGAL,4,3916.658806028935,3995.864572050591
KISUNLA,BLOOD PRESSURE IMMEASURABLE,3,7637.606635419239,3976.9337487165685
VITAMIN B COMPLEX NOS,DEEP VEIN THROMBOSIS,8,592.3684842078178,3969.124208857632
NORTRIPTYLINE HYDROCHLORIDE,DEEP VEIN THROMBOSIS,8,592.3684842078178,3969.124208857632
CALCIUM CHEWS WITH VITAMINS K AND D,DEEP VEIN THROMBOSIS,8,592.3684842078178,3969.124208857632
ZYPREXA,LEGAL PROBLEM,40,140.05658812956605,3960.727651510229
CEQUA,STRABISMUS,3,2829.8344566570076,3927.0222519157246
CEQUA,EYE MOVEMENT DISORDER,3,2829.8344566570076,3927.0222519157246
SEROWURL,RESTLESS ARM SYNDROME,3,2264.113686636118,3926.8487926141543
MIRABEGRON ER 50MG,AUTOIMMUNE HAEMOLYTIC ANAEMIA,3,2264.113686636118,3926.8487926141543
RIVASTIGMINE TRANSDERMAL SYSTEM 9.5MG / 24 HOURS,PATIENT ELOPEMENT,3,2264.113686636118,3926.8487926141543
B12 3000MCG,PATIENT ELOPEMENT,3,2264.113686636118,3926.8487926141543
B5 100MG,PATIENT ELOPEMENT,3,2264.113686636118,3926.8487926141543
81MG ASPIRIN,CARDIOMYOPATHY,5,1078.143266024517,3922.6266812011763
81MG ASPIRIN,CORONARY ARTERY DISEASE,5,1078.143266024517,3922.6266812011763
81MG ASPIRIN,VITREOUS DEGENERATION,5,1078.143266024517,3922.6266812011763
7-HYDROXYMITRAGYNINE,ACCIDENTAL OVERDOSE,36,269.1522635664994,3922.1800271388865
DROPERIDOL,DYSTONIA,3,2445.1421762181362,3914.7892297531034
LIVDELZI,THERAPY NON-RESPONDER,13,340.7439149310974,3906.857040323971
MISOPROSTOL,CANCER CELLS PRESENT,4,1455.4965503562476,3894.68397054807
HEPARIN,INTESTINAL PERFORATION,17,257.42695203909454,3875.6286052708697
SODIUM CHLORIDE 0.9% FLUSH 3 ML,ABSCESS NECK,3,2144.9875210687414,3855.3795961328137
CARBOPLATIN,FUNGAL INFECTION,4,1437.5200151122885,3828.7569747172533
FLECAINIDE ACETATE,HEART RATE IRREGULAR,12,380.1169593490257,3826.4754285871613
NITRO-BID,GASTRIC HAEMORRHAGE,4,1306.2978690508385,3800.229849766361
ZOSYN,RECTOPROSTATIC FISTULA,8,722.3236565946168,3798.281688460102
ZEPBOUND,MOUTH HAEMORRHAGE,16,566.2257409462186,3797.528644891448
VENLAFAXINE 225MG / DAY,PRODUCT COMPLAINT,3,1922.4926076955157,3786.908930087518
OLANZAPINE 20MG / DAY,PRODUCT COMPLAINT,3,1922.4926076955157,3786.908930087518
GUANFACINE 4MG / DAY,PRODUCT COMPLAINT,3,1922.4926076955157,3786.908930087518
TADALAFIL 10MG / DAY,PRODUCT COMPLAINT,3,1922.4926076955157,3786.908930087518
FINASTERIDE 1MG / DAY,PRODUCT COMPLAINT,3,1922.4926076955157,3786.908930087518
GENERAL ADULT ^MULTI-VITAMIN^ GUMMIES,PRODUCT COMPLAINT,3,1922.4926076955157,3786.908930087518
HYDROXYZINE 100MG / DAY,PRODUCT COMPLAINT,3,1922.4926076955157,3786.908930087518
BETNOVATE,APPLICATION SITE PAIN,8,632.7145889863831,3777.8089149383836
KORSUVA,OROPHARYNGEAL DISCOMFORT,3,2351.0867083758853,3764.0466672175003
SOD CHLOR POS STERILE F (10ML),SHOCK HAEMORRHAGIC,4,1417.5049679914137,3736.7449242902658
ZYPREXA,DRUG MONITORING PROCEDURE NOT PERFORMED,40,129.55236181295754,3733.688290790595
C-AMBRISENTAN SUSP,RESPIRATORY DISTRESS,5,939.10510867636,3712.949935315409
SIROLIMUS ORAL SOLN (KIT),RESPIRATORY DISTRESS,5,939.10510867636,3712.949935315409
BENEFIX,PULMONARY OEDEMA,8,561.3462408597599,3709.7962607552954
FISH OIL 1000MG CAPSULES,ROTATOR CUFF REPAIR,4,1306.2705218687008,3709.1810033094926
TRIKAFTA,HAEMODIALYSIS,8,665.4492816411017,3707.7861341379626
CAPECITABINE,PULMONARY HAEMORRHAGE,8,4730.363203179022,3694.0116714195087
ASCORBIC ACID,HAEMATOLOGICAL INFECTION,9,499.4034695560131,3687.0833953842266
GSK4524184 100 MG TABLET,NEUTROPENIA,31,148.43206904119785,3660.345973629273
NORMAL SALINE FLUSH (10ML),HAEMORRHAGIC OVARIAN CYST,4,1579.4150435403685,3622.5982509830596
ICATIBANT ACETATE,HEREDITARY ANGIOEDEMA,3,2778.2549695319954,3614.3721054311272
MEROPENEM,END STAGE RENAL DISEASE,6,956.4211003076877,3608.458979263026
COLISTIMETHATE SODIUM,LUNG DISORDER,4,1255.9586819630813,3596.6755165807
ZYPREXA,PERSONALITY CHANGE,40,123.38321167893423,3596.0069819160362
SYNTHROID 25,SUSPECTED PRODUCT CONTAMINATION,3,2079.255450623627,3563.435787004622
DEFENCATH,PULSE ABSENT,3,2079.255450623627,3563.435787004622
DEFENCATH,DEVICE MALFUNCTION,3,2079.255450623627,3563.435787004622
CALCIUM CITRATE + D3 TABLET,HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
SOFTCLIX LANCETS,HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
ACCU-CHECK GUIDE ME KIT,HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
ATOVAQUONE 750 MG/5 ML SUSPENSION,HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
SLOWMAG MG MUSCLE/HEART TABLET,HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
MAG-OXIDE 400 MG TABLET,HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
DOXAZOSIN 2 MG TABLET,HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
NOVOLOG FLEXPEN INJ,HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
NOVOLIN N U-100 FLEXPEN INJ,HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
VALGANCICLOVIR 450 MG TABLET,HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
POSACONAZOLE 100 MG DR TABLET (STOPPED TAKING IN NOVEMBER 2025),HEART TRANSPLANT REJECTION,6,738.3286198234919,3559.2547516462964
TPN,WRONG PATIENT RECEIVED PRODUCT,6,808.547664764145,3557.9967372852216
INSULIN LISPRO 20 UNITS,HAEMOPTYSIS,3,1787.581328083464,3534.1845156011063
FINESTARIDE 5MG,HAEMOPTYSIS,3,1787.581328083464,3534.1845156011063
GINGER,PELVIC PAIN,3,3395.2860915998485,3534.1845156011063
ISOSORBIDE DINITRATE 20 MG,HAEMOPTYSIS,3,1787.581328083464,3534.1845156011063
EVEROLIMUS,NONSPECIFIC REACTION,30,130.43987895366004,3518.2233053261943
NOREPINEPHRINE,SUBARACHNOID HAEMORRHAGE,7,639.030449587733,3504.693550708742
HYDROCHLOROTHIAZIDE\LISINOPRIL,BLOOD URINE PRESENT,4,1229.4249518106353,3485.6906628435704
RUXOLITINIB,FOURNIER'S GANGRENE,4,1697.7150986556999,3461.5038637571624
CLOPIDOGREL BISULFATE,GASTRITIS,4,1543.4789872673084,3461.3509464643334
CRESTOR,GUILLAIN-BARRE SYNDROME,12,412.2225439282674,3457.17874779369
ZOLPIDEM,DEPRESSED LEVEL OF CONSCIOUSNESS,3,24390243.902240727,3448.8787344262564
"DIPHENHYD/LIDOCAINE/MAG,AL/SIM (MAGIC MOUTHWASH)",HYPOMAGNESAEMIA,12,377.1894602859027,3446.0483067682358
LANTUS SOLOSTAR PEN INJ 3ML,PNEUMOCYSTIS JIROVECII PNEUMONIA,4,1205.78225692699,3423.3380742987756
ZYVOX,THROMBOCYTOPENIA,4,1181.335641421606,3414.1745265679046
FLUOXETINE HYDROCHLORIDE,LACTIC ACIDOSIS,6,823.7325506866264,3411.484923505467
PREZCOBIX,HIV INFECTION,4,1669.8755072923802,3404.6599325133143
DEXEDRINE,BLINDNESS TRANSIENT,10,452.6670447092679,3389.472307219488
TYLENOL WITH CODEINE,LUNG DISORDER,8,548.7844991089629,3356.5036316222718
HYDROCORTISONE,INTESTINAL PERFORATION,17,222.76567017356294,3349.594544253428
MINOCLYCIN,"HALLUCINATION, AUDITORY",5,882.1448515435849,3347.6950968365936
FLUPHENAZINE HYDROCHLORIDE,"HALLUCINATION, AUDITORY",5,882.1448515435849,3347.6950968365936
DIVALPROEX SODIUM,CARDIAC FIBRILLATION,6,781.6257508733084,3340.7870386135564
VALIUM,PARADOXICAL DRUG REACTION,6,1322.2733045147834,3327.5840202684954
VALIUM,DYSPHORIA,6,1322.2733045147834,3327.5840202684954
LEVOTHYROXINE 0.1MG,GENERAL PHYSICAL HEALTH DETERIORATION,8,492.20966035559906,3321.1194405393576
CARISOPRODOL,GENERAL PHYSICAL HEALTH DETERIORATION,8,492.20966035559906,3321.1194405393576
TEMOZOLOMIDE,PRODUCT SUPPLY ISSUE,8,813.6073178204226,3303.267129782904
BREYANZI,CYTOKINE RELEASE SYNDROME,5,861.2744871575037,3299.475715835493
ELIQUIS 2.5 MG TABLET,HEART TRANSPLANT REJECTION,6,681.5307661389412,3284.636601087871
ACETAMINOPHEN 325 MG TABLET,HEART TRANSPLANT REJECTION,6,681.5307661389412,3284.636601087871
POLYETH GLYCOL 3350 NF POWDER,HEART TRANSPLANT REJECTION,6,681.5307661389412,3284.636601087871
SIMPONI ARIA,RETICULOCYTE COUNT DECREASED,12,363.6968915235853,3282.9306591296668
SIMPONI ARIA,MYELOSUPPRESSION,12,363.6968915235853,3282.9306591296668
SIMPONI ARIA,ENDOCARDITIS,12,363.6968915235853,3282.9306591296668
SIMPONI ARIA,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,12,363.6968915235853,3282.9306591296668
