drugname,pt,count_a,prr,chi2
LORATADINE (CLARITAN),NAUSEA,3,10.363117795272851,17.096428781752564
RANOLAZINE,ASTHENIA,3,10.374169658514633,17.077377081803338
SERTRALINE,PERICARDIAL EFFUSION,4,7.888300849408884,17.071556965595338
ADVIL,PALPITACIONES,4,7.659409513876849,17.07067289825591
MELATONIN,BEDRIDDEN,7,4.7368073616439705,17.067096602009148
TAMSULOSIN,DEPRESION,7,4.726021904800413,17.053025807655576
MAGNESIUM,DRUG INTERACTION,8,4.388487327257415,17.047500850044575
CREATINE,PANIC ATTACK,9,3.9770713206598582,17.043255655508602
MAGNESIUM CITRATE,CEFALEA,8,4.2587191947757,17.04092670570438
TRIAMCINOLONE,CEFALEA,8,4.2587191947757,17.04092670570438
LINZESS,ARTRALGIA,7,4.71201767429217,17.038806949373846
ESCITALOPRAM,SUICIDAL IDEATION,23,2.390424982265267,16.999341361863817
DIPHENOXYLATE/ATROPINE (LOMOTIL) 2.5 MG TAB,ASTHENIA,5,6.178980357114282,16.993632904573282
METHOCARBAMOL (ROBAXIN) 500 MG ORAL,ASTHENIA,5,6.178980357114282,16.993632904573282
LAMOTRIGINE 150 MG TAB TORR 150 MG,ASTHENIA,5,6.178980357114282,16.993632904573282
"CAPECITABINE (XELODA) 500 MG TAB DR.R 4,500 MG (2500 MG AM, 2000 MG PM",ASTHENIA,5,6.178980357114282,16.993632904573282
MIRTAZAPINE (REMERON) 15 MG ORAL TAB 30 MG,ASTHENIA,5,6.178980357114282,16.993632904573282
AMLODIPINE (NORVASC) 10 MG ORAL,ASTHENIA,5,6.178980357114282,16.993632904573282
SYMBICORT 160-4.5 MCG/ACTUATION INHL HFAA,ASTHENIA,5,6.178980357114282,16.993632904573282
FERROUS SULFATE 65 MG,ASTHENIA,5,6.178980357114282,16.993632904573282
XELODA,ASTHENIA,5,6.178980357114282,16.993632904573282
ONDANSETRON (ZOFRAN) 8 MG,ASTHENIA,5,6.178980357114282,16.993632904573282
ALBUTEROL (PROAIR/PROVENTIL/VENTOLIN) 90 MCG/ACTUATION INHL HFAA,ASTHENIA,5,6.178980357114282,16.993632904573282
PREGABALIN (LYRICA) 25 MG ORAL CAP 50 MG,ASTHENIA,5,6.178980357114282,16.993632904573282
LISINOPRILHYDROCHLOROTHIAZIDE (PRINZIDE/ZESTORETIC) 10-12.5 MG,ASTHENIA,5,6.178980357114282,16.993632904573282
ACETOMETOPHAN (TYLENOL) 500 MG TAB,ASTHENIA,5,6.178980357114282,16.993632904573282
REMODULIN,DYSPNEA,11,3.462219743064019,16.980475036976316
HADLIMA,THERAPY INTERRUPTED,3,10.373127502593873,16.979407091090426
MAGNESIUM GLYCINATE,RENAL IMPAIRMENT,8,4.283949574337722,16.974918487787058
MAGNESIUM,JOINT INJURY,3,11.211153306629006,16.967127373169436
MELOXICAM,HEART RATE INCREASED,4,7.697019503640839,16.941295389973106
AMINO ACIDS,GAIT DISTURBANCE,9,3.9622792382647076,16.924286167672324
CREON,DIARREA,4,7.611110068283359,16.91114449528255
MAGNESIUM OXIDE,DIARREA,4,7.611110068283359,16.91114449528255
JAKAFI,DIARREA,4,7.611110068283359,16.91114449528255
ATORVASTATIN,DYSGEUSIA,4,7.9629443183435855,16.88759181284468
SELARSDI,CEFALEA,3,10.243401536700992,16.87709175147353
ATORVASTATIN,ABDOMINAL DISTENSION,10,3.7259853738862274,16.87413408808231
CLOPIDOGREL,DYSPNEA,6,5.2734752507069995,16.865161839857006
CAPECITABINE,PLEURAL EFFUSION,8,4.270148657610726,16.864136719998747
VYEPTI,ABDOMINAL PAIN UPPER,3,10.318917691655232,16.80037618477908
PALIPERIDONE,ANSIEDAD,6,5.255430517202538,16.800244783611305
TYLENOL,SENSORY DISTURBANCE,4,7.722437116618236,16.784713803603672
WEGOVY,DEPRESION,7,4.678715723847665,16.781685560833143
XANAX,EYE PAIN,4,7.716153931264903,16.777465650060847
TORSEMIDE,DYSPNEA,7,4.660845574823163,16.765175128866147
LEVOTHYROXINE,THERAPEUTIC PRODUCT EFFECT INCOMPLETE,6,5.373027874466378,16.760944667414734
KEYTRUDA,SEPTICEMIA,3,10.347911526787204,16.754293198791125
CAPLYTA,MIALGIA,4,7.5455917384274525,16.74820801877096
ZEPBOUND,RENAL CYST,4,7.667753684186316,16.73325396970369
VENLAFAXINE,DRUG DEPENDENCE,3,10.362707899342055,16.713472581812027
CRANBERRY,DEATH,3,10.211655927527888,16.69970853843692
METAMUCIL,DEATH,3,10.211655927527888,16.69970853843692
ASPIRIN,DRUG-INDUCED LIVER INJURY,4,7.906406028628251,16.699290351016813
IBUPROFEN,HEPATIC ENZYME INCREASED,16,2.8004810837672784,16.69622295317946
VITAMIN C,NASAL DISCOMFORT,4,8.08850399307962,16.684917787658016
NAPROXEN,DOLOR LUMBAR,4,7.596861724993919,16.678741418543815
VITAMIN K,ARTRALGIA,7,4.648723459068927,16.674552916743043
WINREVAIR,MALAISE,4,7.619973584377043,16.659303599710817
VITAMINS,SOCIOECONOMIC PRECARITY,3,11.308421633509338,16.652604923809225
CALCIUM,ARTRALGIA,15,2.8825153125802254,16.650634189952076
FOLIC ACID,WRONG PRODUCT ADMINISTERED,3,10.425829343493039,16.644949163684046
LOSARTAN,FEELING HOT,4,7.641731408009896,16.636308107861243
CREATINE,GENITAL HYPOAESTHESIA,4,7.669696421182419,16.62555056144664
CALCIUM,DRY EYE,3,10.458666100541603,16.62454451240729
TYLENOL,DYSSTASIA,7,4.691346005273742,16.61099928186211
PALIPERIDONE,NEUMONIA,4,7.524267286497975,16.608980286309006
VITAMIN D3,GAIT INABILITY,8,4.282875690171098,16.606165179893782
METFORMIN,CHROMATURIA,4,7.744374503172103,16.594832112046987
ATORVASTATIN,SKIN CANCER,4,7.850790492635829,16.582729725105544
METOPROLOL,DRUG HYPERSENSITIVITY,6,5.283825193069609,16.568796359164356
CARVEDILOL,FEMORAL NECK FRACTURE,6,5.416487666653791,16.56196877853197
DEVICE,CONFUSION,6,5.269652691147997,16.55966104645394
OMEPRAZOLE,SWELLING FACE,6,5.332305429447713,16.545319303409418
LEVAQUIN,BONE PAIN,3,10.242919510476229,16.53692234931675
BENADRYL,DYSSTASIA,3,10.219976858751624,16.525757655872535
7-HYDROXYMITRAGYNINE,HIPERTENSION,16,2.791945800588033,16.500635121343073
TIRZEPATIDE,SEPTICEMIA,4,7.539708776763937,16.486137993522643
VITAMINS,BLOOD GLUCOSE INCREASED,16,2.8161275448355854,16.479602658648137
LEVAQUIN,GAIT DISTURBANCE,4,7.498451413924472,16.463641291508676
VALIUM,DEPRESION,6,5.205976398115613,16.455714576627965
LIPOSOMAL THEANINE,COGNITIVE DISORDER,3,10.13314248658605,16.451274403422357
LIPOSOMAL K2-4,COGNITIVE DISORDER,3,10.13314248658605,16.451274403422357
CHONDROITIN,COGNITIVE DISORDER,3,10.13314248658605,16.451274403422357
LIPOMOMAL CURCUMIN,COGNITIVE DISORDER,3,10.13314248658605,16.451274403422357
PROLINE,COGNITIVE DISORDER,3,10.13314248658605,16.451274403422357
LIPOSOMAL K2-7,COGNITIVE DISORDER,3,10.13314248658605,16.451274403422357
CHELATED MAGNESIUM BISGLYCINATE,COGNITIVE DISORDER,3,10.13314248658605,16.451274403422357
ACETYL CARNITIN,COGNITIVE DISORDER,3,10.13314248658605,16.451274403422357
RPLUS-ALA,COGNITIVE DISORDER,3,10.13314248658605,16.451274403422357
LIPOSOMAL ERGOTHIONEINE,COGNITIVE DISORDER,3,10.13314248658605,16.451274403422357
SENNOSIDES,FATIGA,8,4.176877011821448,16.440566763792994
VITAMIN K,PRURITO,4,7.488901101051505,16.43429232840644
BACLOFEN,MUSCULAR WEAKNESS,4,7.502687341321843,16.40500668239507
VITAMIN K,BONE PAIN,3,10.174125123418385,16.396350260300004
XGEVA,DYSPNEA,3,10.049020149124491,16.39290567814194
AMIODARONE,PALPITACIONES,4,7.434059781444049,16.39267232082697
ZALEPLON,PALPITACIONES,4,7.434059781444049,16.39267232082697
NAPROXEN,MIGRAINE,4,7.499048097441951,16.390315943765017
OMEPRAZOLE,BILE DUCT STENOSIS,8,4.246096676819087,16.389904239204007
OMEPRAZOLE,ADENOCARCINOMA,8,4.246096676819087,16.389904239204007
OMEPRAZOLE,BURSITIS,8,4.246096676819087,16.389904239204007
QULIPTA,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,4,7.459874617997113,16.388236388548307
MAGNESIUM,JOINT RANGE OF MOTION DECREASED,3,10.871423468844489,16.372319137566308
METHOTREXATE,DOLOR,5,6.0381210397197425,16.36618580411718
TRAMADOL,BONE PAIN,4,7.500309451353965,16.36572715957441
VICTOZA,CEFALEA,8,4.156448709620058,16.359268767848185
PROPRANOLOL,MIGRAINE,5,6.093147362757343,16.352227474453237
TYLENOL,THERAPY CESSATION,14,2.9675771383992577,16.331756860941482
VITAMINS,ADVERSE DRUG REACTION,7,4.761473460487898,16.323920756195427
ESTRADIOL,HEPATIC ENZYME INCREASED,8,4.178192342108784,16.318292542198456
HERBALS\WITHANIA SOMNIFERA ROOT,MUSCLE ATROPHY,3,10.068394416714387,16.31149616646399
MELATONIN,DISFAGIA,3,10.175565069906,16.301622845452638
ACETAMINOPHEN,EYE SWELLING,4,7.661544839044519,16.291522435355596
DEVICE,PANCREATITIS ACUTE,4,7.512202598174865,16.290194043243453
KISQALI,EXANTEMA,3,10.095505982958324,16.288725327611388
ATORVASTATIN,NEUTROPHIL COUNT DECREASED,4,7.741752042220486,16.286078466323932
BUPROPION,FALL,10,3.6054006754675543,16.269568185220837
FLAGYL,ANSIEDAD,6,5.1458918559721125,16.267088708974423
CELEBREX,DIARREA,3,10.019176440588108,16.257642436829958
LORATADINE,DEATH,5,6.0000170391685606,16.24395366267945
OMEPRAZOLE,CEFALEA,33,2.026826327555113,16.231090481597462
CAPECITABINE,DEATH,11,3.383032754098732,16.21698568536869
COENZYME Q10,DISTURBANCE IN ATTENTION,9,3.869832183076467,16.203481777060887
AMLODIPINE,FALL,15,2.8561791341744853,16.1736441370197
AMLODIPINE,PRODUCT DISPENSING ISSUE,3,10.38607576880921,16.164076885058314
CEPHALEXIN,FATIGA,4,7.326362903907586,16.162638831617997
MYCOPHENOLIC ACID,CHILLS,4,7.437976747996245,16.161538819904994
CARVEDILOL,ABNORMAL WEIGHT GAIN,3,10.83292064692042,16.158655673037586
VITAMIN D3,DIABETIC KETOACIDOSIS,5,6.1440535303135,16.14339784758894
CAPECITABINE,DIALYSIS,4,7.439186406322806,16.133773981561305
VITAMIN E,EXANTEMA,3,9.999309215163757,16.09162630463121
LEVOTHYROXINE,CARDIAC FAILURE,4,7.5657513261285505,16.079094663969947
CREATINE,INTRUSIVE THOUGHTS,3,10.213208944717136,16.06520782285781
SINGULAIR,THERAPY NON-RESPONDER,3,10.033702915331354,16.064300229764903
POMALYST,NEUMONIA,5,5.977263131022444,16.062974681962086
VITAMINS D,HALLUCINATION,3,9.977220560538843,16.058358246753237
INSPIRE SLEEP DEVICE,INSOMNIO,5,5.946751697678921,16.04293116632295
BIPAP MACHINE,INSOMNIO,5,5.946751697678921,16.04293116632295
MELOXICAM,BONE PAIN,4,7.3906706237626105,16.040471256927813
TAMSULOSIN,SUICIDAL IDEATION,6,5.128415464957797,16.037748809563396
FISH OIL,FATIGA,18,2.5851236342590216,16.03494926552002
LEVOFLOXAZINE,ARTRALGIA,3,9.881715803012902,16.02877024956149
NORETHINDRONE-ETHINYL ESTRADIOL 1-0.035 MG PER TABLET,ARTRALGIA,3,9.881715803012902,16.02877024956149
IRON,ENTEROCOLITIS,4,7.97542189064804,16.014074681319073
IRON,OESOPHAGEAL PAIN,4,7.97542189064804,16.014074681319073
IRON,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,4,7.97542189064804,16.014074681319073
IRON,PSEUDOMONAS INFECTION,4,7.97542189064804,16.014074681319073
CETUXIMAB,FATIGA,3,9.841913830557026,15.99299097009662
B12,OEDEMA PERIPHERAL,4,7.440394788049534,15.987217415082826
MYCOPHENOLATE MOFETIL,DYSSTASIA,4,7.357871825771734,15.98658293823179
GLUCOSAMINE,MAREO,6,5.094251815977245,15.97593858386994
BUPIVACAINE,NAUSEA,4,7.2560892169000315,15.969910596228893
SUBUTEX,NAUSEA,4,7.2560892169000315,15.969910596228893
METOPROLOL SUCCINATE,VOMITO,7,4.5436814630428595,15.963768431779798
ZETIA,DEATH,4,7.280077844924172,15.961868946251068
AMLODIPINE BESYLATE,DOLOR TORACICO,4,7.334267582293463,15.959766144417802
LIPOSOMAL PQQ,MUSCLE ATROPHY,3,9.894752842285568,15.954105113861596
DIETARY SUPPLEMENT\GRAPE SEED EXTRACT,MUSCLE ATROPHY,3,9.894752842285568,15.954105113861596
OFLOXACIN OTIC,MUSCLE ATROPHY,3,9.894752842285568,15.954105113861596
KETAMINE SUPPOSITORIES,MUSCLE ATROPHY,3,9.894752842285568,15.954105113861596
VIT B2,MUSCLE ATROPHY,3,9.894752842285568,15.954105113861596
VITAMIN B3,MUSCLE ATROPHY,3,9.894752842285568,15.954105113861596
VITAMINS,WRONG PRODUCT ADMINISTERED,7,4.690933218245876,15.952846567902144
RINVOQ,PULMONARY EMBOLISM,3,9.957356441551333,15.952819203114426
SPORE BASED PROBIOTICS,MAREO,3,9.838772571010507,15.940674490409501
BIT B/C/D/E,MAREO,3,9.838772571010507,15.940674490409501
"KETOTIFEN (NONE USED AT TIME OF INCIDENT),",MAREO,3,9.838772571010507,15.940674490409501
CROMOLYN NASAL,MAREO,3,9.838772571010507,15.940674490409501
CROMOLYN ORAL,MAREO,3,9.838772571010507,15.940674490409501
ICOSAPENT ETHYL 1,COGNITIVE DISORDER,4,7.300751355574568,15.93457303979507
LYRICA,THERAPY CHANGE,3,9.915057212283715,15.931735483927296
SILDENAFIL CITRATE,CARDIAC FAILURE CONGESTIVE,4,7.304319852429339,15.93124394386509
OZEMPIC,MALNUTRITION,4,7.893085900856798,15.927808701381148
AMINO ACIDS,PANIC ATTACK,9,3.825829923729459,15.92776600398003
CETIRIZINE,HYPOAESTHESIA,9,3.838882149392283,15.919931046422054
TRAZODONE,DRUG INTOLERANCE,4,7.480761951876227,15.917521769608703
GLUCOSAMINE,HYPOAESTHESIA,3,9.919877356074048,15.916721510004496
REMODULIN,GENERAL PHYSICAL HEALTH DETERIORATION,3,9.999155102836113,15.913083387502969
LENALIDOMIDE,GASTROINTESTINAL HAEMORRHAGE,4,7.452919690287874,15.907417496491709
ZOLOFT,DRUG INEFFECTIVE,14,2.9427080889840407,15.901063794012938
LEVOTHYROXINE,DEPERSONALISATION/DEREALISATION DISORDER,3,10.290688267318515,15.890224071314243
ALLEGRA ALLERGY,DRY MOUTH,3,9.861794742803916,15.870164959028811
ONDANSETERON,DRY MOUTH,3,9.861794742803916,15.870164959028811
SUMATRIOTAN,DRY MOUTH,3,9.861794742803916,15.870164959028811
HYDROCODONE,DYSPNEA,4,7.237690286438649,15.864538645336175
ACETAMINOPHEN,BACTERAEMIA,4,7.506766472332255,15.859947152675522
LIPITOR,HALLUCINATION,3,9.874314140417288,15.847433592997156
FERROUS SULFATE 65 MG,ANSIEDAD,5,5.879393455368193,15.821461713579863
ALBUTEROL (PROAIR/PROVENTIL/VENTOLIN) 90 MCG/ACTUATION INHL HFAA,ANSIEDAD,5,5.879393455368193,15.821461713579863
ONDANSETRON (ZOFRAN) 8 MG,ANSIEDAD,5,5.879393455368193,15.821461713579863
PREGABALIN (LYRICA) 25 MG ORAL CAP 50 MG,ANSIEDAD,5,5.879393455368193,15.821461713579863
XELODA,ANSIEDAD,5,5.879393455368193,15.821461713579863
METHOCARBAMOL (ROBAXIN) 500 MG ORAL,ANSIEDAD,5,5.879393455368193,15.821461713579863
SYMBICORT 160-4.5 MCG/ACTUATION INHL HFAA,ANSIEDAD,5,5.879393455368193,15.821461713579863
ACETOMETOPHAN (TYLENOL) 500 MG TAB,ANSIEDAD,5,5.879393455368193,15.821461713579863
LISINOPRILHYDROCHLOROTHIAZIDE (PRINZIDE/ZESTORETIC) 10-12.5 MG,ANSIEDAD,5,5.879393455368193,15.821461713579863
LAMOTRIGINE 150 MG TAB TORR 150 MG,ANSIEDAD,5,5.879393455368193,15.821461713579863
DIPHENOXYLATE/ATROPINE (LOMOTIL) 2.5 MG TAB,ANSIEDAD,5,5.879393455368193,15.821461713579863
"CAPECITABINE (XELODA) 500 MG TAB DR.R 4,500 MG (2500 MG AM, 2000 MG PM",ANSIEDAD,5,5.879393455368193,15.821461713579863
AMLODIPINE (NORVASC) 10 MG ORAL,ANSIEDAD,5,5.879393455368193,15.821461713579863
MIRTAZAPINE (REMERON) 15 MG ORAL TAB 30 MG,ANSIEDAD,5,5.879393455368193,15.821461713579863
VYNDAMAX,INTENTIONAL DOSE OMISSION,3,9.905433005366007,15.813779240959219
MAGNESIUM,INJECTION SITE HYPOAESTHESIA,3,10.551677620377173,15.810113609497053
CITALOPRAM,PALPITACIONES,18,2.579613862876587,15.809171101132797
NAC,INSOMNIO,4,7.2185012545033995,15.784784744072022
VITAMIN C,SCLERODERMA,4,7.736831447101409,15.778530485734866
NALTREXONE HYDROCHLORIDE,DIARREA,3,9.780576617520735,15.765251859967913
MAGNESIUM GLYCINATE,ANSIEDAD,12,3.1608885086029,15.744888671329486
ABILIFY,MANIA,3,9.861143009783692,15.7336725133907
TIZANIDINE,DOLOR ABDOMINAL,3,9.796910203307919,15.723401066908904
XARELTO,DEATH,5,5.866625726832042,15.71904251976735
MIRTAZAPINE,DRUG-INDUCED LIVER INJURY,4,7.552395841600637,15.69773556305059
VITAMIN D3,RASH PRURITIC,5,6.02278947759865,15.694593607578463
ZOLOFT,ABDOMINAL PAIN UPPER,13,3.043532508908865,15.674299545101327
AMITRIPTYLINE,MIALGIA,4,7.186172026045224,15.666822652023589
IRON,FAILURE TO THRIVE,8,4.229408237291066,15.650040749841484
ORENITRAM,DYSPNEA,3,9.690079016751367,15.648918556827784
RECLAST,ARTRALGIA,7,4.468641208014346,15.641348561297779
GUANFACINE,ANSIEDAD,4,7.155474581365872,15.636802865035587
ACETAMINOPHEN,BILE DUCT STENOSIS,8,4.128727688532811,15.633768771381058
ACETAMINOPHEN,BURSITIS,8,4.128727688532811,15.633768771381058
ACETAMINOPHEN,ADENOCARCINOMA,8,4.128727688532811,15.633768771381058
AZITHROMYCIN,HALLUCINATION,4,7.223618299572725,15.622798031563997
WEGOVY,BLOOD PRESSURE INCREASED,3,9.78802245907521,15.565814095981995
CEFEPIME,PRESYNCOPE,4,7.189027191819277,15.561961896424421
SPIRONOLACTONE,SPEECH DISORDER,4,7.343851382121254,15.559589880328451
PALIPERIDONE,VOMITO,4,7.169525216133632,15.553582824645273
KEYTRUDA,BEDRIDDEN,5,5.843863800623543,15.549072916339227
FISH OIL,INFLUENZA LIKE ILLNESS,4,7.28135410721179,15.543803033318303
KESIMPTA,FIEBRE,3,9.725500989307616,15.525040603795095
TRIAMCINOLONE ACETONIDE,HEPATIC ENZYME INCREASED,8,4.056041886884565,15.515673891340688
ATORVASTATIN,HYPERGLYCAEMIA,8,4.128942931667774,15.51080366471739
ACETAMINOPHEN 500 MG PO Q 6 HOURS PRN,RESTLESSNESS,4,7.185450758770578,15.504151511614939
TIRZEPATIDE,DEPRESION,8,4.052223405863761,15.498299036017452
VITAMIN D,ANHEDONIA,8,4.139046762655535,15.493640630246665
NITROGLYCERIN,ASTHENIA,3,9.60561836500925,15.482916979591911
MAGNESIUM,TENDON PAIN,5,6.039704363960397,15.478205084754176
VITAMIN E,DOLOR,5,5.807983323494679,15.46221375592465
FAMOTIDINE,TACHYCARDIA,7,4.478907270383348,15.452779914530769
OMEPRAZOLE,PULMONARY MASS,8,4.098109473609428,15.450228799028338
LYSINE,JOINT RANGE OF MOTION DECREASED,3,10.3818676835018,15.449527059053178
CITALOPRAM,COGNITIVE DISORDER,14,2.8988908017137236,15.449367364714359
LEVOFLOXACIN,TENDON DISORDER,8,4.08505839005265,15.447477222209455
TOPAMAX,IMPAIRED WORK ABILITY,3,9.682080541256745,15.441396292922915
METFORMIN,BLOOD CALCIUM DECREASED,4,7.333169515369212,15.439837210418833
ESTROGENS,NAUSEA,4,7.079076687194159,15.434969040412383
JARDIANCE,EUGLYCAEMIC DIABETIC KETOACIDOSIS,8,4.1435245602425335,15.429601655842479
TACROLIMUS,GAIT DISTURBANCE,8,4.064452423032339,15.42631743947644
TRAZODONE,IMPULSIVE BEHAVIOUR,4,7.304051321969026,15.417720287532276
MAGNESIUM,PULMONARY EMBOLISM,11,3.347200049325036,15.415993044892486
CARVEDILOL,HAEMATEMESIS,6,5.158560095880917,15.413000485698348
VITAMIN D,PERDIDA DE MEMORIA,8,4.121206059392391,15.382781455702045
HERBALS\WITHANIA SOMNIFERA ROOT,COGNITIVE DISORDER,3,9.599677841803334,15.353254823633243
WEGOVY,THERAPY CESSATION,7,4.425890744653966,15.347540566390725
RIZATRIPTAN,DEHYDRATION,3,9.636769959398775,15.335827478495242
LENALIDOMIDE,INFECCION,7,4.472649622170062,15.324062715891365
20MG LEXAPRO,DOLOR ABDOMINAL,9,3.7350602089058302,15.286335638773068
LEVOMEFOLATE CALCIUM,DOLOR ABDOMINAL,9,3.7350602089058302,15.286335638773068
LIOTHYRONINE SODIUM,MAREO,3,9.521346082430655,15.283796307897692
LEVOTHYROXINE,BONE PAIN,8,4.0680226817677125,15.279875251832435
MAGNESIUM,ARTHROPATHY,3,10.250202857747853,15.277936897462842
B12,WITHDRAWAL SYNDROME,11,3.2917948906269907,15.276248717086277
TRAZODONE,DELUSION,4,7.246988511476746,15.256298169657965
SPIRONOLACTONE,ADVERSE DRUG REACTION,4,7.235853728853674,15.25313899513083
VITAMINS,BURNING SENSATION,24,2.25700076255828,15.249914656923067
PAROXETINE,MUSCLE SPASMS,5,5.790024428762123,15.246337192350156
MIDODRINE,DEATH,4,7.037339498816659,15.232016357347142
ATORVASTATIN,DRUG DEPENDENCE,8,4.0835699660476905,15.22680560534454
LEVAQUIN,DOLOR,6,4.946552600306019,15.220100802230611
TERBINAFINE,DECREASED APPETITE,3,9.539165575009113,15.217109571320545
VITAMINS D,FATIGA,6,4.924927078021056,15.20495095931291
ESTRADIOL,DRUG HYPERSENSITIVITY,4,7.10098577853794,15.194982683541221
CETIRIZINE,TONIC CLONIC MOVEMENTS,3,9.879450461302122,15.189047121982224
HYDROCHLOROTHIAZIDE,THROMBOSIS,4,7.221950457984446,15.17197312891093
QELBREE,NAUSEA,8,3.979539702744852,15.155949752040263
VITAMINS,PANCREATIC NEOPLASM,8,4.112183147570067,15.153233170715112
VITAMINS,PANCREATIC MASS,8,4.112183147570067,15.153233170715112
VITAMINS,PANCREATIC ATROPHY,8,4.112183147570067,15.153233170715112
VITAMINS,BILIARY DILATATION,8,4.112183147570067,15.153233170715112
VITAMINS,GAMMA-GLUTAMYLTRANSFERASE INCREASED,8,4.112183147570067,15.153233170715112
VITAMINS,INTERVERTEBRAL DISC DEGENERATION,8,4.112183147570067,15.153233170715112
VITAMINS,PANCREATIC CALCIFICATION,8,4.112183147570067,15.153233170715112
VITAMINS,KIDNEY FIBROSIS,8,4.112183147570067,15.153233170715112
VITAMINS,PANCREATIC DUCT DILATATION,8,4.112183147570067,15.153233170715112
VITAMINS,DOLICHOCOLON,8,4.112183147570067,15.153233170715112
VITAMINS,EARLY SATIETY,8,4.112183147570067,15.153233170715112
VITAMINS,UMBILICAL HERNIA,8,4.112183147570067,15.153233170715112
VITAMINS,PANCREATIC DISORDER,8,4.112183147570067,15.153233170715112
TYLENOL,OEDEMA PERIPHERAL,4,7.153416042873204,15.146899347485713
MAGNESIUM,AMNESIA,7,4.500558194408644,15.138064904690815
LEVOTHYROXINE,FATIGA,27,2.1311910371721843,15.129343742004156
VENLAFAXINE,EMOTIONAL DISTRESS,3,9.57087361201968,15.117622998011615
PAXIL,PARANOIA,6,5.02595467841078,15.112317787457703
DUPIXENT,NECK PAIN,3,9.60570250320801,15.108096171806492
COLLAGEN,DEPENDENCE,3,9.638328164623625,15.086371757934378
ERGOCALCIFEROL,ABDOMINAL PAIN UPPER,3,9.481969420835094,15.08094754580685
PREDNISONE,HERPES ZOSTER,4,7.1507303605004795,15.075691945976638
LYRICA,BEDRIDDEN,4,7.008497307169644,15.072216348794916
CEQUA,VISION BLURRED,3,9.427863082669361,15.066877682835424
PRAVASTATIN,DIARREA,5,5.7108280642435565,15.061836364861588
VITAMIN K,DOLOR,6,4.913330133417148,15.060066036920007
CYCLOPHOSPHAMIDE,NEUMONIA,4,7.002542766181891,15.04737420055992
ROCEPHIN,PAIN IN EXTREMITY,3,9.48306596886583,15.046123079810995
ELIQUIS,LABORATORY TEST ABNORMAL,4,7.135731225293498,15.044027146465677
POTASSIUM CHLORIDE,PYELONEPHRITIS,4,7.139201335544784,15.029333585158362
DEVICE,PALPITACIONES,11,3.2564601225064296,15.029069017210738
PROZAC,GASTROINTESTINAL DISORDER,12,3.1093902503991226,15.027299764966035
LIPOSOMAL PQQ,COGNITIVE DISORDER,3,9.434119848594692,15.012869858836499
OFLOXACIN OTIC,COGNITIVE DISORDER,3,9.434119848594692,15.012869858836499
KETAMINE SUPPOSITORIES,COGNITIVE DISORDER,3,9.434119848594692,15.012869858836499
DIETARY SUPPLEMENT\GRAPE SEED EXTRACT,COGNITIVE DISORDER,3,9.434119848594692,15.012869858836499
VIT B2,COGNITIVE DISORDER,3,9.434119848594692,15.012869858836499
VITAMIN B3,COGNITIVE DISORDER,3,9.434119848594692,15.012869858836499
VITAMINS,ARTERIOSCLEROSIS,8,4.088950500876687,15.011413533411435
VENLAFAXINE,NAUSEA,10,3.4271171738521016,14.999466627319991
RINVOQ,INFECCION,3,9.484323110189184,14.994709954208805
ESCITALOPRAM,WITHDRAWAL SYNDROME,22,2.3177617425449393,14.988479473635692
MOUNJARO,EXANTEMA,4,7.008293585463273,14.968827017525081
POMALYST,VOMITO,5,5.695223444736954,14.968096590291411
SUBOXONE,WEIGHT INCREASED,3,9.408948519717262,14.95934318910614
SPIRONOLACTONE,WRONG PRODUCT ADMINISTERED,4,7.130986437743437,14.955548057259557
IODINE,SEIZURE,3,9.380799931412325,14.954236510756933
PREDNISONE,COVID-19,4,7.10631594223479,14.948767386817725
METOPROLOL TARTRATE,DOLOR ABDOMINAL,3,9.415073751866807,14.939866083813683
BACLOFEN,DYSSTASIA,4,7.002508384876717,14.931517573429206
DEVICE,ASTHENIA,14,2.835490268974524,14.930613813566808
UBIQUINOL,PARAESTHESIA,3,9.39334320452109,14.915667365339278
LYSINE,INJECTION SITE HYPOAESTHESIA,3,10.076520448306427,14.912982272284838
HYDROCODONE,ASTHENIA,4,6.918199741151597,14.911593424484368
ALBUTEROL,DRUG DEPENDENCE,8,4.033208244187539,14.90619183962368
POTASSIUM CHLORIDE,HYDRONEPHROSIS,4,7.093437283988157,14.898743517925865
COENZYME Q10,DOLOR TORACICO,9,3.6891623623064866,14.894210375268239
VITAMINS,OBSTRUCTIVE AIRWAYS DISORDER,4,7.385123323480394,14.887244373560279
ICOSAPENT ETHYL 1,FLUID RETENTION,4,6.945983448494671,14.880950975382623
CARVEDILOL,PULSELESS ELECTRICAL ACTIVITY,6,5.038593769809581,14.878654159069871
VITAMINS,ILL-DEFINED DISORDER,8,4.065978894861795,14.871237217778193
ACETAMINOPHEN\HYDROCODONE,PALPITACIONES,4,6.924707646492464,14.864024854742931
AJOVY,FATIGA,9,3.6393252209675686,14.823803993788612
LENALIDOMIDE,HOSPICE CARE,3,9.630419474675454,14.819417371041208
CLARITIN,CHILLS,3,9.403495452479314,14.80976187804227
MAGNESIUM,INJECTION SITE INFLAMMATION,3,9.96547659901768,14.773479098836646
